filename,ID,Item Name,Name,Population,Type,Voxel Count,Volume (µm³),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Number of contained Mito,Compartment ROIs ID,Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470)
PSY106 clump 25C 10 01 m-25.csv,23,PSY106 clump 25C 10,Mito 22,Mito,Object,NA,0.979,NA,NA,NA,NA,NA,585.99,1433.94,958.31,787730.25,162.44,NA,NA,NA,NA,NA,23.49,29.09,2.98,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 01 m-35.csv,1,PSY106 clump 25C 10,ROIs 1,ROIs,Object,NA,258.22,244,1917,416.4,90303295,119.34,276.4,3836.66,689.24,149000000,181.83,1e-6,23416.35,435.82,94515488,786.4,NA,NA,NA,7,NA,460,1044,679.85,147000000,67.77
PSY106 clump 25C 10 01 m-35.csv,3,PSY106 clump 25C 10,Mito 2,Mito,Object,NA,0.213,NA,NA,NA,NA,NA,686.47,1423.76,1044.85,187027.44,182.22,NA,NA,NA,NA,NA,22.31,28.52,2.1,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 01 m-35.csv,4,PSY106 clump 25C 10,Mito 3,Mito,Object,NA,0.638,NA,NA,NA,NA,NA,631.7,1767.16,1111.97,596013.25,241.64,NA,NA,NA,NA,NA,25.63,30.77,2.64,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 01 m-35.csv,6,PSY106 clump 25C 10,Mito 5,Mito,Object,NA,0.183,NA,NA,NA,NA,NA,542.06,1064.83,747.91,115178.52,120.3,NA,NA,NA,NA,NA,26.64,31.19,2.03,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 01 m-35.csv,7,PSY106 clump 25C 10,Mito 6,Mito,Object,NA,0.201,NA,NA,NA,NA,NA,783.75,1371.28,1004.61,169779.11,116.88,NA,NA,NA,NA,NA,28.66,31.34,2.08,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 01 m-35.csv,11,PSY106 clump 25C 10,Mito 10,Mito,Object,NA,0.633,NA,NA,NA,NA,NA,520.09,1812.22,1075.62,572230.94,249.14,NA,NA,NA,NA,NA,26.54,28.09,2.63,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 01 m-35.csv,19,PSY106 clump 25C 10,Mito 18,Mito,Object,NA,1.28,NA,NA,NA,NA,NA,585.99,1508.88,950.76,1019212.06,163,NA,NA,NA,NA,NA,23.58,29.03,2.98,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 01 m-35.csv,20,PSY106 clump 25C 10,Mito 19,Mito,Object,NA,0.375,NA,NA,NA,NA,NA,578.83,1674.12,938.42,295603.03,206.57,NA,NA,NA,NA,NA,28.97,29.87,3.22,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 01 m-50.csv,1,PSY106 clump 25C 10,ROIs 1,ROIs,Object,NA,258.22,244,1917,416.4,90303295,119.34,276.4,3836.66,689.24,149000000,181.83,1e-6,23416.35,435.82,94515488,786.4,NA,NA,NA,7,NA,460,1044,679.85,147000000,67.77
PSY106 clump 25C 10 01 m-50.csv,3,PSY106 clump 25C 10,Mito 2,Mito,Object,NA,0.27,NA,NA,NA,NA,NA,636.89,1423.76,1027.63,233271.39,186.75,NA,NA,NA,NA,NA,22.32,28.51,2.12,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 01 m-50.csv,4,PSY106 clump 25C 10,Mito 3,Mito,Object,NA,0.761,NA,NA,NA,NA,NA,623.62,1767.16,1103.65,705230.75,240.39,NA,NA,NA,NA,NA,25.63,30.77,2.63,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 01 m-50.csv,6,PSY106 clump 25C 10,Mito 5,Mito,Object,NA,0.235,NA,NA,NA,NA,NA,542.06,1064.83,734.51,144699.19,115.06,NA,NA,NA,NA,NA,26.64,31.19,2.06,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 01 m-50.csv,7,PSY106 clump 25C 10,Mito 6,Mito,Object,NA,0.241,NA,NA,NA,NA,NA,709.29,1382.13,1000.89,202178.94,122.06,NA,NA,NA,NA,NA,28.67,31.33,2.09,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 01 m-50.csv,11,PSY106 clump 25C 10,Mito 10,Mito,Object,NA,0.767,NA,NA,NA,NA,NA,457.17,1812.22,1062.71,684385.5,249.2,NA,NA,NA,NA,NA,26.56,28.09,2.63,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 01 m-50.csv,19,PSY106 clump 25C 10,Mito 18,Mito,Object,NA,1.55,NA,NA,NA,NA,NA,578.92,1508.88,957.19,1248175.5,170.59,NA,NA,NA,NA,NA,23.58,29.02,2.97,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 01 m-50.csv,20,PSY106 clump 25C 10,Mito 19,Mito,Object,NA,0.447,NA,NA,NA,NA,NA,578.83,1674.12,930.32,348871.31,212.01,NA,NA,NA,NA,NA,28.97,29.87,3.23,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 02 m-25.csv,1,PSY106 clump 25C 10,ROIs 1,ROIs,Object,NA,261.17,251,2365,460.95,101000000,142.62,298.46,5152.81,669.2,147000000,158.08,1e-6,41018.22,489.85,107000000,967.95,NA,NA,NA,5,NA,461,1020,664.1,146000000,62.55
PSY106 clump 25C 10 02 m-25.csv,7,PSY106 clump 25C 10,Mito 6,Mito,Object,NA,0.662,NA,NA,NA,NA,NA,501.9,1706.94,934.61,519644.78,207.47,NA,NA,NA,NA,NA,41.6,56.93,2.55,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 02 m-25.csv,8,PSY106 clump 25C 10,Mito 7,Mito,Object,NA,0.0988,NA,NA,NA,NA,NA,734.53,1337.67,997.03,82753.38,124.26,NA,NA,NA,NA,NA,37.74,58.89,2.12,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 02 m-25.csv,15,PSY106 clump 25C 10,Mito 14,Mito,Object,NA,1.38,NA,NA,NA,NA,NA,476.56,1838.31,974.47,1129410.88,242.91,NA,NA,NA,NA,NA,38.96,56.44,2.86,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 02 m-25.csv,20,PSY106 clump 25C 10,Mito 19,Mito,Object,NA,1.28,NA,NA,NA,NA,NA,467.82,1605.45,915.45,980449.5,204.36,NA,NA,NA,NA,NA,43.75,59.87,3.04,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 02 m-25.csv,21,PSY106 clump 25C 10,Mito 20,Mito,Object,NA,0.711,NA,NA,NA,NA,NA,494.92,1468.26,927.95,553988,175.04,NA,NA,NA,NA,NA,39.99,59.41,2.93,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 02 m-35.csv,1,PSY106 clump 25C 10,ROIs 1,ROIs,Object,NA,261.17,251,2365,460.95,101000000,142.62,298.46,5152.81,669.2,147000000,158.08,1e-6,41018.22,489.85,107000000,967.95,NA,NA,NA,5,NA,461,1020,664.1,146000000,62.55
PSY106 clump 25C 10 02 m-35.csv,9,PSY106 clump 25C 10,Mito 8,Mito,Object,NA,0.739,NA,NA,NA,NA,NA,501.9,1756.84,929.88,577457.88,207.09,NA,NA,NA,NA,NA,41.59,56.92,2.54,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 02 m-35.csv,10,PSY106 clump 25C 10,Mito 9,Mito,Object,NA,0.112,NA,NA,NA,NA,NA,734.53,1337.67,981.55,92266.06,126.22,NA,NA,NA,NA,NA,37.74,58.89,2.14,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 02 m-35.csv,14,PSY106 clump 25C 10,Mito 13,Mito,Object,NA,1.58,NA,NA,NA,NA,NA,476.56,1838.31,967.22,1282537.38,244.72,NA,NA,NA,NA,NA,38.98,56.43,2.87,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 02 m-35.csv,15,PSY106 clump 25C 10,Mito 14,Mito,Object,NA,0.801,NA,NA,NA,NA,NA,480.29,1468.26,922.48,620830.19,177.9,NA,NA,NA,NA,NA,39.97,59.41,2.93,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 02 m-35.csv,22,PSY106 clump 25C 10,Mito 21,Mito,Object,NA,1.45,NA,NA,NA,NA,NA,467.82,1605.45,914.19,1111654.13,204.6,NA,NA,NA,NA,NA,43.75,59.87,3.05,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 02 m-50.csv,1,PSY106 clump 25C 10,ROIs 1,ROIs,Object,NA,261.17,251,2365,460.95,101000000,142.62,298.46,5152.81,669.2,147000000,158.08,1e-6,41018.22,489.85,107000000,967.95,NA,NA,NA,5,NA,461,1020,664.1,146000000,62.55
PSY106 clump 25C 10 02 m-50.csv,9,PSY106 clump 25C 10,Mito 8,Mito,Object,NA,0.889,NA,NA,NA,NA,NA,394.45,1756.84,920.25,687427.56,210.11,NA,NA,NA,NA,NA,41.59,56.93,2.55,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 02 m-50.csv,10,PSY106 clump 25C 10,Mito 9,Mito,Object,NA,0.15,NA,NA,NA,NA,NA,641.57,1337.67,960.19,120983.69,140.15,NA,NA,NA,NA,NA,37.75,58.89,2.16,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 02 m-50.csv,14,PSY106 clump 25C 10,Mito 13,Mito,Object,NA,1.9,NA,NA,NA,NA,NA,468.62,1838.31,956.33,1526304.38,243.19,NA,NA,NA,NA,NA,38.98,56.45,2.86,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 02 m-50.csv,15,PSY106 clump 25C 10,Mito 14,Mito,Object,NA,0.992,NA,NA,NA,NA,NA,480.29,1539.37,902.6,751865.44,184.08,NA,NA,NA,NA,NA,39.94,59.41,2.96,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 02 m-50.csv,22,PSY106 clump 25C 10,Mito 21,Mito,Object,NA,1.84,NA,NA,NA,NA,NA,467.82,1605.45,903.27,1394651.13,201.37,NA,NA,NA,NA,NA,43.73,59.86,3.07,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 03 m-25.csv,1,PSY106 clump 25C 10,ROIs 1,ROIs,Object,NA,190.56,236,1881,418.47,66972836,121.38,300.58,2469.45,685.52,110000000,164.97,12.87,25943.28,442.61,70835288,764.46,NA,NA,NA,6,NA,476,911,672.81,108000000,62.37
PSY106 clump 25C 10 03 m-25.csv,9,PSY106 clump 25C 10,Mito 8,Mito,Object,NA,0.435,NA,NA,NA,NA,NA,569.25,1505.09,838.22,305951,145.13,NA,NA,NA,NA,NA,54.13,33.81,2.18,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 03 m-25.csv,11,PSY106 clump 25C 10,Mito 10,Mito,Object,NA,1.18,NA,NA,NA,NA,NA,524.59,1870.62,962.4,949892.5,246.67,NA,NA,NA,NA,NA,53.44,30.94,2.88,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 03 m-25.csv,13,PSY106 clump 25C 10,Mito 12,Mito,Object,NA,0.0429,NA,NA,NA,NA,NA,904.63,1195.18,1057.83,38081.75,67.18,NA,NA,NA,NA,NA,55.45,33.24,2.93,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 03 m-25.csv,14,PSY106 clump 25C 10,Mito 13,Mito,Object,NA,0.311,NA,NA,NA,NA,NA,492.12,1174.33,823.33,214889.48,151.99,NA,NA,NA,NA,NA,55.68,33.62,2.9,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 03 m-25.csv,24,PSY106 clump 25C 10,Mito 23,Mito,Object,NA,0.277,NA,NA,NA,NA,NA,503.89,1084,779.26,181567.72,119.25,NA,NA,NA,NA,NA,52.24,32.01,3.22,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 03 m-25.csv,25,PSY106 clump 25C 10,Mito 24,Mito,Object,NA,0.119,NA,NA,NA,NA,NA,685.08,1220.35,922.66,92265.54,101.8,NA,NA,NA,NA,NA,53.49,33.98,3.41,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 03 m-35.csv,1,PSY106 clump 25C 10,ROIs 1,ROIs,Object,NA,190.56,236,1881,418.47,66972836,121.38,300.58,2469.45,685.52,110000000,164.97,12.87,25943.28,442.61,70835288,764.46,NA,NA,NA,6,NA,476,911,672.81,108000000,62.37
PSY106 clump 25C 10 03 m-35.csv,5,PSY106 clump 25C 10,Mito 4,Mito,Object,NA,1.31,NA,NA,NA,NA,NA,512.43,1870.62,960.25,1055317.13,246.56,NA,NA,NA,NA,NA,53.44,30.94,2.87,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 03 m-35.csv,8,PSY106 clump 25C 10,Mito 7,Mito,Object,NA,0.519,NA,NA,NA,NA,NA,569.25,1691.41,841.64,366956.69,150.96,NA,NA,NA,NA,NA,54.12,33.79,2.17,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 03 m-35.csv,12,PSY106 clump 25C 10,Mito 11,Mito,Object,NA,0.354,NA,NA,NA,NA,NA,483.7,1174.33,817.94,242927.27,153.16,NA,NA,NA,NA,NA,55.66,33.65,2.91,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 03 m-35.csv,13,PSY106 clump 25C 10,Mito 12,Mito,Object,NA,0.05,NA,NA,NA,NA,NA,904.63,1195.18,1048.44,44034.41,69.54,NA,NA,NA,NA,NA,55.45,33.23,2.94,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 03 m-35.csv,21,PSY106 clump 25C 10,Mito 20,Mito,Object,NA,0.336,NA,NA,NA,NA,NA,464.63,1084,769.52,217003.72,123.24,NA,NA,NA,NA,NA,52.24,32.01,3.25,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 03 m-35.csv,24,PSY106 clump 25C 10,Mito 23,Mito,Object,NA,0.144,NA,NA,NA,NA,NA,685.08,1220.35,933.38,112939.34,118.02,NA,NA,NA,NA,NA,53.5,33.98,3.38,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 03 m-50.csv,1,PSY106 clump 25C 10,ROIs 1,ROIs,Object,NA,190.56,236,1881,418.47,66972836,121.38,300.58,2469.45,685.52,110000000,164.97,12.87,25943.28,442.61,70835288,764.46,NA,NA,NA,5,NA,476,911,672.81,108000000,62.37
PSY106 clump 25C 10 03 m-50.csv,5,PSY106 clump 25C 10,Mito 4,Mito,Object,NA,1.59,NA,NA,NA,NA,NA,462.91,1870.62,952.16,1268283.38,245.25,NA,NA,NA,NA,NA,53.44,30.96,2.87,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 03 m-50.csv,8,PSY106 clump 25C 10,Mito 7,Mito,Object,NA,0.699,NA,NA,NA,NA,NA,566.09,1691.41,847.43,497438.97,157.98,NA,NA,NA,NA,NA,54.12,33.79,2.16,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 03 m-50.csv,13,PSY106 clump 25C 10,Mito 12,Mito,Object,NA,0.535,NA,NA,NA,NA,NA,483.7,1212.57,849.85,381583,166.22,NA,NA,NA,NA,NA,55.63,33.58,2.92,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 03 m-50.csv,21,PSY106 clump 25C 10,Mito 20,Mito,Object,NA,0.42,NA,NA,NA,NA,NA,464.63,1084,753.41,265954.06,127.41,NA,NA,NA,NA,NA,52.23,32.03,3.28,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 03 m-50.csv,23,PSY106 clump 25C 10,Mito 22,Mito,Object,NA,0.186,NA,NA,NA,NA,NA,685.08,1347.96,936.13,146035.66,127.35,NA,NA,NA,NA,NA,53.49,33.98,3.35,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 04 m-25.csv,1,PSY106 clump 25C 10,ROIs 1,ROIs,Object,NA,254.65,240,2418,426.54,91221521,145.94,265.64,2369.55,671.69,144000000,164.35,1.17,30331.9,443.88,94930504,869.99,NA,NA,NA,5,NA,456,913,664.94,142000000,65.46
PSY106 clump 25C 10 04 m-25.csv,2,PSY106 clump 25C 10,Mito 1,Mito,Object,NA,0.537,NA,NA,NA,NA,NA,500.07,1686.24,1105.95,498785.19,216.82,NA,NA,NA,NA,NA,38.61,20.83,2.1,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 04 m-25.csv,12,PSY106 clump 25C 10,Mito 11,Mito,Object,NA,1.01,NA,NA,NA,NA,NA,537.57,1546.49,921.96,785511.75,193.12,NA,NA,NA,NA,NA,38.57,17.66,2.73,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 04 m-25.csv,16,PSY106 clump 25C 10,Mito 15,Mito,Object,NA,0.124,NA,NA,NA,NA,NA,689.51,1903.49,1139.5,118508.35,242.88,NA,NA,NA,NA,NA,38.49,15.5,3.25,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 04 m-25.csv,17,PSY106 clump 25C 10,Mito 16,Mito,Object,NA,0.657,NA,NA,NA,NA,NA,457.63,1931.19,956.35,527904,255.6,NA,NA,NA,NA,NA,36.02,19.97,3.13,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 04 m-25.csv,22,PSY106 clump 25C 10,Mito 21,Mito,Object,NA,0.766,NA,NA,NA,NA,NA,513.82,1705,856.45,550698.56,191.05,NA,NA,NA,NA,NA,39.13,19.93,3.36,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 04 m-35.csv,1,PSY106 clump 25C 10,ROIs 1,ROIs,Object,NA,254.65,240,2418,426.54,91221521,145.94,265.64,2369.55,671.69,144000000,164.35,1.17,30331.9,443.88,94930504,869.99,NA,NA,NA,5,NA,456,913,664.94,142000000,65.46
PSY106 clump 25C 10 04 m-35.csv,2,PSY106 clump 25C 10,Mito 1,Mito,Object,NA,0.6,NA,NA,NA,NA,NA,500.07,1686.24,1105.9,557373.38,214.3,NA,NA,NA,NA,NA,38.61,20.84,2.1,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 04 m-35.csv,16,PSY106 clump 25C 10,Mito 15,Mito,Object,NA,0.139,NA,NA,NA,NA,NA,689.51,1903.49,1130.49,132266.95,239.09,NA,NA,NA,NA,NA,38.49,15.51,3.25,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 04 m-35.csv,17,PSY106 clump 25C 10,Mito 16,Mito,Object,NA,1.17,NA,NA,NA,NA,NA,537.57,1548.24,910.22,892012.38,191.8,NA,NA,NA,NA,NA,38.57,17.67,2.75,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 04 m-35.csv,18,PSY106 clump 25C 10,Mito 17,Mito,Object,NA,0.747,NA,NA,NA,NA,NA,457.63,1931.19,950.14,595736.19,253.02,NA,NA,NA,NA,NA,36.02,19.97,3.13,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 04 m-35.csv,23,PSY106 clump 25C 10,Mito 22,Mito,Object,NA,0.875,NA,NA,NA,NA,NA,482.68,1705,845.02,621088.56,190.19,NA,NA,NA,NA,NA,39.13,19.92,3.37,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 04 m-50.csv,1,PSY106 clump 25C 10,ROIs 1,ROIs,Object,NA,254.65,240,2418,426.54,91221521,145.94,265.64,2369.55,671.69,144000000,164.35,1.17,30331.9,443.88,94930504,869.99,NA,NA,NA,5,NA,456,913,664.94,142000000,65.46
PSY106 clump 25C 10 04 m-50.csv,2,PSY106 clump 25C 10,Mito 1,Mito,Object,NA,0.683,NA,NA,NA,NA,NA,500.07,1686.24,1096.4,629335,217.28,NA,NA,NA,NA,NA,38.6,20.84,2.1,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 04 m-50.csv,12,PSY106 clump 25C 10,Mito 11,Mito,Object,NA,1.4,NA,NA,NA,NA,NA,537.57,1548.24,902.03,1058979.38,189.39,NA,NA,NA,NA,NA,38.56,17.68,2.77,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 04 m-50.csv,16,PSY106 clump 25C 10,Mito 15,Mito,Object,NA,0.173,NA,NA,NA,NA,NA,616.22,1903.49,1117.14,161985.56,249.43,NA,NA,NA,NA,NA,38.49,15.52,3.25,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 04 m-50.csv,17,PSY106 clump 25C 10,Mito 16,Mito,Object,NA,0.911,NA,NA,NA,NA,NA,442.78,1931.19,940.01,719107.38,252.15,NA,NA,NA,NA,NA,36.01,19.97,3.14,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 10 04 m-50.csv,18,PSY106 clump 25C 10,Mito 17,Mito,Object,NA,1.1,NA,NA,NA,NA,NA,428.58,1705,834.43,774355.25,194.63,NA,NA,NA,NA,NA,39.14,19.93,3.39,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-25.csv,1,PSY106 clump 25C 11,ROIs 1,ROIs,Object,NA,274.98,242,2120,424.69,98075698,128.58,238.66,2730.61,659.4,152000000,171.88,3.06,18547.29,443.7,102000000,709.95,NA,NA,NA,11,NA,444,911,652.84,151000000,61.61
PSY106 clump 25C 11 01 m-25.csv,2,PSY106 clump 25C 11,Mito 1,Mito,Object,NA,0.193,NA,NA,NA,NA,NA,758.15,1385.81,963.59,156101.11,112.09,NA,NA,NA,NA,NA,2.77,13.43,2.01,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-25.csv,3,PSY106 clump 25C 11,Mito 2,Mito,Object,NA,0.327,NA,NA,NA,NA,NA,719.27,1435.54,1009.18,277523.75,132.77,NA,NA,NA,NA,NA,4.55,14.7,2.03,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-25.csv,5,PSY106 clump 25C 11,Mito 4,Mito,Object,NA,0.0548,NA,NA,NA,NA,NA,795.12,2279.73,1547.82,71199.67,376.55,NA,NA,NA,NA,NA,6.2,14.88,2.15,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-25.csv,13,PSY106 clump 25C 11,Mito 12,Mito,Object,NA,0.672,NA,NA,NA,NA,NA,479.38,1938.93,1099.78,620277.63,287.19,NA,NA,NA,NA,NA,5.31,11.71,2.46,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-25.csv,14,PSY106 clump 25C 11,Mito 13,Mito,Object,NA,0.0691,NA,NA,NA,NA,NA,689.62,1253.87,938.16,54413.55,134.78,NA,NA,NA,NA,NA,2.73,11.91,2.66,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-25.csv,15,PSY106 clump 25C 11,Mito 14,Mito,Object,NA,0.219,NA,NA,NA,NA,NA,570.86,1517.76,999.58,183922.13,182.32,NA,NA,NA,NA,NA,7.73,13.47,2.89,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-25.csv,20,PSY106 clump 25C 11,Mito 19,Mito,Object,NA,0.881,NA,NA,NA,NA,NA,481.81,2143.5,1203.75,890771.44,306.79,NA,NA,NA,NA,NA,9.08,14.02,2.49,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-25.csv,21,PSY106 clump 25C 11,Mito 20,Mito,Object,NA,0.107,NA,NA,NA,NA,NA,768.34,1263.04,938.59,84473.35,90.93,NA,NA,NA,NA,NA,3.7,13.96,2.92,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-25.csv,32,PSY106 clump 25C 11,Mito 31,Mito,Object,NA,0.0691,NA,NA,NA,NA,NA,775.2,1394.03,1061.08,61542.44,193.55,NA,NA,NA,NA,NA,3.06,13.01,2.99,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-25.csv,33,PSY106 clump 25C 11,Mito 32,Mito,Object,NA,0.0941,NA,NA,NA,NA,NA,462.28,1156.54,753.49,59525.64,134.33,NA,NA,NA,NA,NA,6.48,13.47,3.06,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-25.csv,34,PSY106 clump 25C 11,Mito 33,Mito,Object,NA,0.126,NA,NA,NA,NA,NA,522.74,1517.48,898.15,95204.27,209.36,NA,NA,NA,NA,NA,4.42,13.73,3.03,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-35.csv,1,PSY106 clump 25C 11,ROIs 1,ROIs,Object,NA,274.98,242,2120,424.69,98075698,128.58,238.66,2730.61,659.4,152000000,171.88,3.06,18547.29,443.7,102000000,709.95,NA,NA,NA,10,NA,444,911,652.84,151000000,61.61
PSY106 clump 25C 11 01 m-35.csv,2,PSY106 clump 25C 11,Mito 1,Mito,Object,NA,0.245,NA,NA,NA,NA,NA,758.15,1438.43,962.7,198316.25,114.15,NA,NA,NA,NA,NA,2.79,13.46,2.03,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-35.csv,5,PSY106 clump 25C 11,Mito 4,Mito,Object,NA,0.427,NA,NA,NA,NA,NA,666.11,1435.54,1003.27,360175.41,135.63,NA,NA,NA,NA,NA,4.52,14.69,2.04,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-35.csv,6,PSY106 clump 25C 11,Mito 5,Mito,Object,NA,0.0643,NA,NA,NA,NA,NA,795.12,2279.73,1533.48,82807.91,380.23,NA,NA,NA,NA,NA,6.2,14.88,2.14,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-35.csv,13,PSY106 clump 25C 11,Mito 12,Mito,Object,NA,0.766,NA,NA,NA,NA,NA,479.38,1938.93,1082.59,696108.44,284.55,NA,NA,NA,NA,NA,5.32,11.73,2.45,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-35.csv,14,PSY106 clump 25C 11,Mito 13,Mito,Object,NA,0.0774,NA,NA,NA,NA,NA,677.12,1253.87,932.51,60613.06,137.72,NA,NA,NA,NA,NA,2.73,11.91,2.67,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-35.csv,15,PSY106 clump 25C 11,Mito 14,Mito,Object,NA,0.248,NA,NA,NA,NA,NA,570.86,1517.76,1000.1,208021.28,179.22,NA,NA,NA,NA,NA,7.74,13.48,2.89,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-35.csv,21,PSY106 clump 25C 11,Mito 20,Mito,Object,NA,0.0833,NA,NA,NA,NA,NA,728.34,1394.03,1048.6,73402.16,193.09,NA,NA,NA,NA,NA,3.06,13.02,2.99,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-35.csv,22,PSY106 clump 25C 11,Mito 21,Mito,Object,NA,0.978,NA,NA,NA,NA,NA,481.81,2143.5,1188.88,976068.63,307.44,NA,NA,NA,NA,NA,9.08,14.03,2.49,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 11 01 m-35.csv,23,PSY106 clump 25C 11,Mito 22,Mito,Object,NA,0.274,NA,NA,NA,NA,NA,522.74,1517.48,917.95,211128.36,167.22,NA,NA,NA,NA,NA,4.08,13.84,2.97,NA,1,NA,NA,NA,NA,NA
